Site,Name,Lat,Lon,Start,End,Years, %,AWS
2035,GREENVALE,-17.15,127.75,Mar 1914,Mar 1944,21.4,71,  N
9022,GUILDFORD POST OFFICE,-31.8989,115.9719,Jan 1877,Jun 1954,49.1,63,  N
7127,GULLEWA HOUSE,-28.6,116.3,Jan 1905,Jan 1924,17.2,90,  N
7126,GULLEWA POST OFFICE,-28.7,116.3,Mar 1898,Dec 1920,15.3,67,  N
7128,GUM CREEK,-26.9,119.25,Mar 1903,Oct 1918,13.2,84,  N
10047,GUM PARK,-31.0467,118.1514,Aug 1912,Oct 2014,93.1,91,  N
10743,GUNDARING,-33.3,117.3,Aug 1915,May 1946,30.8,100,  N
10808,GUNGUNNU,-32.9167,118.4833,Jul 1968,Feb 1971,2.7,100,  N
10562,GUNNERSIDE,-33.1639,118.2528,Jan 1927,Aug 1990,62.3,98,  N
9709,GUNWARRIE,-34.3,117.2,Jan 1911,Apr 1925,14.3,99,  N
8204,GUNYIDI,-30.2,116.1,May 1930,Oct 1947,14.1,80,  N
8257,GUTHA,-28.9931,115.945,Jan 1969,Dec 1988,11.6,58,  N
10744,GWAMBYGINE,-32,116.8,Aug 1915,Jan 1929,13.4,99,  N
11006,HAIG,-31.0064,126.0889,Sep 1915,Oct 1977,59.3,95,  N
9834,HAKEA,-33.6983,120.5492,Jan 1973,Dec 1982,6.6,66,  N
8238,HAKEA,-30.0989,116.2339,Aug 1908,May 2017,105.8,97,  N
2071,HALLS CREEK COMPARISON (OLD),-18.2303,127.6625,Jan 1996,Dec 2000,2.8,49,  N
2012,HALLS CREEK METEOROLOGICAL OFFICE,-18.2292,127.6636,Jan 1944,Nov 2017,73.9,100,  Y
9572,HALLS HEAD,-32.5385,115.7002,Feb 1907,Oct 2017,97.7,88,  N
9553,HAMEL,-32.8683,115.9139,Sep 1910,Mar 1990,76.5,94,  N
6025,HAMELIN POOL,-26.3994,114.1658,Jan 1886,Dec 2016,98.8,75,  N
6026,HAMELIN STATION,-26.4278,114.1916,Jan 1924,Nov 2017,71,75,  N
5005,HAMERSLEY,-22.2794,117.6775,Jan 1912,Jul 2015,94.3,91,  N
9229,HAMPTON DOWNS,-31.3556,115.97,May 1972,Dec 1984,7.6,59,  N
10061,HAPPY VALLEY,-31.1417,116.9558,Jan 1937,Nov 2017,80.9,100,  N
9988,HAPPY VALLEY,-33.6808,115.6242,Aug 2003,Nov 2017,14.3,96,  N
4092,HARDING DAM,-20.9786,117.0953,Apr 1983,Dec 2004,14.4,66,  N
5057,HARDING RIVER,-21.3417,117.0833,Jan 1984,Dec 1986,2,64,  N
4076,HARDING RIVER 2,-21.175,117.2208,Jan 1984,Dec 1986,1.9,58,  N
4087,HARDING RIVER 3,-21.2333,117.05,Jan 1984,Dec 1986,2,64,  N
5046,HARDY JUNCTION,-22.7,116.1,Mar 1888,Feb 1935,13.4,29,  N
10603,HARTWOOD,-32.4231,118.2003,May 1913,Oct 2017,103.7,99,  N
9812,HARVEY,-33.0789,115.8806,Nov 2000,May 2014,13.6,99,  N
9554,HARVEY POST OFFICE,-33.08,115.8917,Jan 1897,Nov 1991,84.6,88,  N
9934,HARVEY WATER RESOURCES,-33.0767,115.91,Dec 1988,Jun 1992,2.9,69,  N
10063,HAWTHORNDEN,-31.5136,116.4583,Aug 1912,Oct 2004,81.7,88,  N
9844,HAY PARK,-33.3694,115.6378,Apr 1976,Oct 1985,8.1,84,  N
9886,HAZELMERE,-33.7917,116.6031,Jan 1987,Oct 1995,6.3,71,  N
9919,HAZELVALE,-34.9,116.7881,Jan 1978,Nov 1988,8,73,  N
9653,HEARTLEA,-34.1,116.5,Jul 1955,May 1967,11.9,100,  N
9086,HENDERSON NAVAL BASE,-32.1,115.75,Jan 1915,Dec 1921,6.7,94,  N
9670,HENDRA,-34.245,115.1433,Jan 1959,Aug 1978,11.9,60,  N
9982,HENTY BROOK,-33.3889,115.8507,Jun 2002,Nov 2017,15.5,99,  N
9244,HERNE HILL,-31.8219,116.0367,Jul 1995,Oct 2012,17.2,97,  N
9057,HERNE HILL,-31.8186,116.0378,Oct 1913,Oct 2017,78.2,75,  N
12035,HIGGINSVILLE,-31.7333,121.6333,Jan 1898,Jan 1963,50.3,77,  N
8269,HIGH PLAINS,-28.2667,114.7144,Jul 1975,Dec 2007,32.3,99,  N
10563,HIGHBURY,-33.0589,117.2342,Aug 1948,Jul 1989,30.3,73,  N
8077,HIGHFIELDS,-29.6006,115.9392,Dec 1956,Nov 2017,58.9,96,  N
12311,HILL PLAINS,-33.4661,122.3973,Feb 1992,Feb 2017,22.7,88,  N
9088,HILL RIVER,-30.3,115.4,Jun 1907,Jul 1919,12.2,100,  N
6070,HILL SPRINGS,-24.3058,114.5003,Jan 1950,Dec 2016,59.2,88,  N
9571,HILLCREST,-33.8592,116.19,Jun 1945,Jul 1977,29.7,92,  N
12233,HILLCREST,-31.2,119.15,Jul 1927,Sep 1936,7.1,76,  N
10564,HILLCROFT,-32.3472,116.8553,Jan 1915,Oct 2017,102,99,  N
9859,HILLMAN,-33.3061,116.8031,Aug 1915,Apr 1986,56.1,78,  N
8059,HILLRIVER FARM,-28.7,114.7,Aug 1913,Nov 1967,46.4,85,  N
4015,HILLSIDE STATION,-21.7219,119.3989,Jan 1917,Mar 2017,80.7,78,  N
7031,HILLVIEW,-26.9033,118.8361,Sep 1918,Nov 2015,82.4,85,  N
9915,HILLVIEW FARM,-32.9981,115.9211,Jan 1971,Apr 2012,40.3,97,  N
10151,HINES HILL,-31.5317,118.0986,Aug 1915,Nov 2017,86.1,84,  N
12147,HIRSH FARM,-31.6,119.3,Sep 1930,Mar 1937,6.6,100,  N
9783,HITHERGREEN,-33.7,115.5158,Nov 1969,Aug 1981,11.2,94,  N
12284,HOLLETON,-31.9197,119.2575,Aug 1980,Jun 2009,28.3,98,  N
12148,HOLLETON 1,-31.9,119,Jul 1929,Jun 1939,9.4,94,  N
12243,HOLLETON 2,-32,119,May 1943,Dec 1948,5.7,100,  N
10291,HOLMFIELD,-30.6756,117.6044,Aug 1964,Nov 1999,30.3,86,  N
10565,HOLT ROCK,-32.6744,119.4144,Jan 1929,Nov 2017,86.4,97,  N
10813,HOLT ROCK 2,-32.7644,119.2956,May 1965,Sep 1987,20.3,90,  N
200733,HOME ISLAND,-12.1122,96.8933,May 1986,Apr 2017,30.8,91,  N
1028,HOME VALLEY,-15.7231,127.8292,Aug 1991,Mar 2017,14.8,53,  N
9731,HOMEBUSH,-33.1,115.9,Dec 1924,Apr 1937,0.6,5,  N
12149,HONEY LEA,-33.2,121.65,Aug 1935,Aug 1945,8.8,87,  N
5073,HOOLEY,-21.8836,118.2217,Jan 1972,May 2016,28.5,60,  N
9253,HOPELANDS,-32.3914,115.8489,Jan 2000,Jul 2017,17.3,95,  N
9557,HOPETOUN,-33.9497,120.1258,Jan 1907,Sep 2010,101.8,97,  N
9961,HOPETOUN NORTH,-33.9306,120.1283,Jan 1996,Nov 2017,21.5,95,  Y
10566,HORSESHOE,-33.5708,117.2022,Mar 1923,Nov 2017,93.9,93,  N
10826,HORSHAM FARM 2,-32.0833,118.55,Jun 1936,Sep 1940,4.2,96,  N
8168,HOWATHARRA,-28.5467,114.6244,Aug 1911,Nov 2017,89.3,84,  N
10567,HUCKNELL,-32.2,118.3,Nov 1914,Mar 1962,37.2,78,  N
9659,HUNTLY,-32.6,116.05,Apr 1941,Sep 1959,8.9,48,  N
9936,HUNTLY,-32.6239,116.0603,Jan 1990,Nov 2017,27.8,99,  N
8061,HYDE PARK,-30.2842,116.6328,Feb 1911,Aug 2017,106.3,100,  N
10568,HYDEN,-32.4419,118.8983,Oct 1928,Nov 2017,87.9,98,  N
12192,HYDEN 1,-32.2333,120.4,Jan 1963,Mar 1966,0.6,18,
12193,HYDEN 2,-32.2167,120.5,Jan 1963,Mar 1966,0.6,18,
12194,HYDEN 3,-32.32,120.0517,Jan 1963,Oct 1966,0.7,15,
10705,HYDEN NORTH,-32.3231,118.8264,Jan 1948,Oct 2017,69.7,99,  N
10569,HYDEN ROCK SOUTH,-32.5,118.9,May 1929,Apr 1955,26,100,  N
12077,I DUNNO,-32.8606,121.7081,Jan 1926,Oct 2017,89.7,98,  N
9558,IAWAKIA,-34.6922,117.2347,Jun 1937,Mar 2006,68.3,98,  N
12036,IDA VALLEY,-28.7053,120.5058,Jan 1923,Jan 1994,40.1,56,  N
12240,ILKURLKA,-28.3514,127.5169,Jan 2005,Oct 2017,11.8,92,  N
9523,ILLALANGI,-34.9728,117.2669,Jan 1912,Sep 2017,96.8,91,  N
8062,ILLANA,-28.8,115.3,Sep 1921,Mar 1948,24.8,93,  N
7033,ILLGARARIE,-24.3444,119.5808,Nov 1924,Aug 2015,41.3,45,  N
7032,ILLGIDDY,-27.6292,117.4867,May 1925,Jul 1980,54.6,99,  N
10818,ILLOURA,-33.5694,116.8933,Sep 1968,Feb 1986,17.4,98,  N
8063,INDARRA,-28.55,115.3,Nov 1916,Dec 1949,14.7,44,  N
8064,INDARRIE,-30.6719,116.3078,Dec 1923,Jul 2017,90.7,97,  N
4016,INDEE,-20.7867,118.5972,Mar 1909,Apr 2017,99.9,90,  N
10921,INGLEBOURNE,-34.2351,118.2224,Aug 2007,Nov 2017,10.3,99,  N
7158,INGLEWOOD,-27.6167,118.9333,Sep 1968,Dec 1972,2.9,67,  N
10056,INKPEN,-31.8042,116.4169,Jan 1926,Apr 2011,75.8,89,  N
9196,INNAMINCKA,-31.5667,116.1,Feb 1912,Mar 1956,23.5,53,  N
7500,INNOUENDY,-25.6939,116.5381,Feb 2005,Sep 2017,11.9,82,  N
9925,IRONSTONE GULLY,-33.6617,115.7067,Dec 1973,Aug 1989,12.4,79,  N
8276,IRWIN HOUSE,-29.2236,115.1075,Jun 1982,Jul 2017,34.8,99,  N
3049,ISADELL DOWNS,-16.9,125.7,Apr 1914,Apr 1927,12.6,96,  N
11020,ISRAELITE BAY,-33.6,123.8,Jan 1885,May 1927,21.2,50,  N
8065,ISSEKA,-28.4292,114.6542,Jul 1915,Sep 2017,99.4,97,  N
2013,IVANHOE STATION,-15.69,128.6833,Jan 1907,Mar 2013,83.5,77,  N
12230,IVES FIND,-31.3667,121.8333,Aug 1921,Jan 1942,8.3,40,  N
10570,JACOBS WELL,-32,117.2,Jun 1913,Jul 1952,38.1,97,  N
10905,JACUP,-33.8878,119.1092,Jun 1994,Nov 2017,23.4,94,  Y
10689,JACUP DAM,-33.8272,119.2483,Sep 1954,Apr 2000,45.4,99,  N
10571,JALNA,-32.3789,116.8258,Oct 1947,Oct 2017,70,100,  N
10572,JAM VALE,-34.2675,118.5064,Sep 1921,Dec 2003,82.3,100,  N
13031,JAMESON RANGE,-25.8594,127.6556,Apr 1977,Sep 1977,0.3,51,  N
8312,JAMINDA SPRINGS,-28.4928,114.7167,Apr 2004,Oct 2006,2.6,100,  N
9172,JANDAKOT AERO,-32.1011,115.8794,Oct 1972,Nov 2017,43.5,95,  Y
9170,JANDAKOT UNIVERSITY STN,-32.1644,115.8306,Jan 1973,Oct 1990,17.7,97,  N
9711,JARNADUP,-34.2833,116.1,Oct 1912,May 1942,28.3,95,  N
10163,JAROMA,-31.7706,117.1433,Dec 1922,Dec 2016,79.3,84,  N
9023,JARRAHDALE,-32.3342,116.0755,Feb 1882,Nov 2017,108.8,79,  N
9089,JARRAHDALE MILL,-32.4,116.0167,Jul 1910,Feb 1916,5.7,99,  N
9245,JARRAHDALE MINESITE,-32.2917,116.1022,Jan 1972,Mar 1999,19.1,64,  N
9842,JARRAHWOOD,-33.7964,115.6658,Aug 1975,Nov 2017,42.3,100,  N
9729,JEDAVYN,-34.5458,118.1947,Jul 1992,May 2009,15.3,81,  N
12037,JEEDAMYA,-29.4033,121.2736,Jan 1925,Dec 1998,66.2,89,  N
12211,JEEDAMYA WOOLSHED,-29.4833,121.2667,Jul 1967,Apr 1973,5.8,99,  N
10675,JELCOBINE,-32.5,116.8,Nov 1926,Sep 1950,22.2,93,  N
10065,JENNABERRING,-31.9,117.5,Aug 1908,Sep 1968,60.2,100,  N
10292,JENNACUBBINE,-31.4106,116.7175,Feb 1918,Sep 2000,34.3,41,  N
10066,JENNAPULLIN,-31.5167,116.7,Aug 1908,Jul 1964,54.9,98,  N
9798,JERDACUTTUP,-33.8847,120.4222,Jan 1971,Dec 2007,37,99,  N
12238,JERICHO FARM,-31.55,119.25,Feb 1944,Aug 1945,1.6,100,  N
10672,JERRAMUNGUP,-33.9167,118.95,Feb 1897,Jul 1976,60.8,76,  N
10707,JERRAMUNGUP,-33.9414,118.9203,Oct 1962,Nov 2017,51.5,89,  N
10706,JESMOND,-32.8,118.5025,Sep 1924,Dec 1983,30.5,51,  N
10191,JIBBERDING,-30,116.85,May 1911,Sep 1945,34.3,99,  N
13003,JIGALONG,-23.3594,120.7797,Jan 1913,May 1989,66.2,86,  N
12150,JILBADJI,-31.8,118.9,Jan 1907,Sep 1935,24.8,86,  N
12246,JILLIBY,-33.6047,121.9206,Jan 1971,Dec 1991,21,100,  N
6027,JIMBA JIMBA,-25.0442,115.1331,Nov 1888,Aug 2017,101.9,79,  N
9978,JINDONG,-33.7563,115.2096,May 2002,Nov 2017,15.6,99,  N
10573,JINGALUP,-33.9,117.0333,May 1926,Jun 1972,46.2,100,  N
7034,JINGEMARRA,-27.7444,116.7439,Apr 1923,Sep 2017,89.4,94,  N
10080,JINGYMIA,-30.5006,117.4028,Jul 1936,Dec 1983,41.3,87,  N
10574,JITARNING,-32.7833,118,Jun 1946,Jul 1975,25.3,87,  N
7166,JOHARDO,-28.35,116.55,May 1911,Jan 1916,4.8,100,  N
9824,JONEGATUP,-33.6519,120.9986,Apr 1972,Dec 1991,17.5,88,  N
10067,JOUERDINE SOUTH,-30.7286,118.4147,Jan 1931,Dec 1986,55.6,99,  N
10192,JOURERDINE,-30.5539,118.2828,Oct 1930,Nov 2017,69.3,79,  N
3009,JUBILEE DOWNS,-18.3547,125.3033,Apr 1937,Nov 2017,77.4,95,  N
10858,JUBUK,-32.3167,117.6833,Jul 1948,Dec 1978,30.3,99,  N
7030,JUDAL STATION,-26.1142,117.5047,Oct 1921,Oct 2017,68.3,71,  N
10303,JULIMAR FARMS,-31.5069,116.3081,Feb 1987,Apr 1996,9.3,100,  N
9268,JULIMAR FOREST,-31.4566,116.3701,Dec 2007,Nov 2017,10,99,  N
13036,JUNDEE,-26.3508,120.6408,Aug 1992,Jan 2006,13.5,100,  N
9131,JURIEN BAY,-30.3081,115.0311,Dec 1968,Nov 2017,49,99,  N
10069,JUROKINE,-31.3,116.6,Sep 1917,Feb 1968,40.8,81,  N
2069,KACHANA,-16.4433,127.7836,Jul 1993,Nov 2017,22,78,  N
10193,KAILOA,-31.4019,117.2717,Jul 1913,Mar 1919,5.6,97,  N
9058,KALAMUNDA,-31.9822,116.0594,Sep 1908,Dec 1993,63.3,74,  N
10070,KALANNIE,-30.3686,117.1133,Aug 1928,Oct 2017,81.3,91,  N
8251,KALBARRI,-27.7119,114.165,Nov 1970,Nov 2017,46.9,99,  N
9074,KALBYAMBA,-32.0167,115.9333,Jan 1907,Jul 1907,0.6,100,  N
9559,KALGAN RIVER,-34.9097,117.9942,Jan 1911,Jun 2017,104.3,97,  N
12039,KALGOORLIE POST OFFICE,-30.75,121.4667,Feb 1896,Oct 1953,48,83,  N
12302,KALGOORLIE RFDS BASE,-30.7256,121.4653,Jan 1988,Dec 1995,7.9,98,  N
12038,KALGOORLIE-BOULDER AIRPORT,-30.7847,121.4533,Mar 1939,Nov 2017,78.7,99,  Y
10146,KALGUDDERING,-31,116.8,Aug 1913,May 1924,7.8,72,  N
8265,KALLADALE,-29.68,115.2683,Jan 1965,Sep 1981,16.3,96,  N
9174,KALLAROO,-31.7833,115.7333,Mar 1973,Apr 1974,1.2,99,  N
7035,KALLI,-26.8936,117.1211,Sep 1921,Feb 1994,65.6,90,  N
1019,KALUMBURU,-14.2964,126.6453,Sep 1998,Nov 2017,19.3,97,  Y
1021,KALUMBURU MISSION,-14.2961,126.6431,Sep 1941,Mar 2005,62.7,98,  N
3065,KALYEEDA,-18.55,124.7167,Jan 1973,Sep 1974,0.6,30,  N
12117,KAMBALDA WEST,-31.2186,121.6181,Feb 2004,Nov 2017,13.8,93,  N
12191,KANANDAH,-30.8958,124.8658,Sep 1963,Feb 2016,39.8,76,  N
10255,KANBANAH,-31.3333,117.1533,Jan 1967,Dec 1976,10,100,  N
12140,KANGA DOWNS,-33.3619,121.0614,Mar 2004,Sep 2017,13.3,97,  N
4056,KANGAN,-21.1,118.5167,Jan 1935,Apr 1945,7.8,76,  N
9090,KANGAROO GULLY,-32.1,116.1,Feb 1913,Dec 1932,18,90,  N
5037,KANGIANGI,-21.7,117.45,Jan 1954,Jul 1972,15.1,81,  N
10194,KANIMBLA,-31.8,117,Aug 1924,Jan 1930,5.5,100,  N
12040,KANOWNA,-30.6,121.6,Feb 1896,Oct 1952,47.3,83,  N
12151,KARALEE,-31.3,119.85,Mar 1898,Jun 1929,13.7,44,  N
7155,KARALUNDI,-26.1317,118.6833,Mar 1968,Dec 1975,7.3,92,  N
10195,KARARA,-29.2392,116.7122,Jun 1928,Nov 2017,38.6,43,  N
8283,KARAWA,-30.1453,116.3844,May 1986,Oct 2017,31.4,99,  N
8048,KARINGA,-29.3,116.2,Jan 1913,Nov 1966,41.8,78,  N
10901,KARINGAL,-33.8731,118.2003,Feb 1975,Dec 2016,37.3,89,  N
10903,KARINGAL-TINCURRIN,-32.9258,117.7994,Jan 1955,Feb 2000,28.9,29,  N
10197,KARINIA,-31.1,117.95,Sep 1910,May 1921,10.7,99,  N
10576,KARLGARIN,-32.5,118.7089,Aug 1933,Jan 2015,74.4,89,  N
10747,KARLGARIN EAST,-32.4972,118.7167,Oct 1924,Dec 1937,12.9,97,  N
10577,KARLGARIN HILL,-32.4828,118.5842,Aug 1921,Dec 2015,94.2,99,  N
10578,KARLGARIN SOUTH,-32.6,118.6,Jul 1948,Sep 1959,4.9,44,  N
10071,KARLONING,-30.6447,118.13,Jan 1927,Oct 1985,58.5,99,  N
12097,KARMALA,-31.15,118.95,Nov 1938,Sep 1967,28.8,99,  N
9111,KARNET,-32.4389,116.0789,Dec 1963,Nov 2017,53.7,98,  N
12041,KARONIE,-30.9667,122.5333,Jan 1915,Jun 1986,66.4,93,  N
9168,KARRAGULLEN,-32.1189,116.1203,Sep 1972,Oct 2017,45.1,99,  N
9015,KARRAGULLEN NORTH,-32.0887,116.1259,Jan 1962,Nov 2017,46.3,81,  N
9899,KARRALEA,-34.8883,118.0789,Jan 1972,Oct 2017,40.2,78,  N
12294,KARRAMANDE,-33.4133,121.1442,Apr 1983,Feb 2004,20.9,99,  N
4083,KARRATHA AERO,-20.7097,116.7742,May 1972,Nov 2017,44,94,  Y
5052,KARRATHA STATION,-20.8831,116.6725,Jan 1900,May 2015,114.2,91,  N
4099,KARRATHA TOWN,-20.7381,116.8489,May 1992,Apr 1994,1.4,68,  N
5083,KARRATHA WATER RESOURCES,-20.7692,116.8603,Mar 1974,Jan 1996,14.3,63,  N
9980,KARRI VALLEY RESORT,-34.4211,115.8519,Jun 2002,Nov 2017,14.3,90,  N
9560,KARRIDALE,-34.2,115.1,Jan 1894,Feb 1963,24.7,36,  N
9958,KARRIVALE,-34.6625,117.8394,Apr 1994,Oct 2017,23.5,97,  N
1000,KARUNJIE,-16.2919,127.1956,Oct 1940,Aug 1981,24.9,61,  N
10916,KATANNING,-33.6856,117.6064,Jan 1999,Nov 2017,18.9,98,  Y
10579,KATANNING COMPARISON,-33.6886,117.5553,Jan 1891,Aug 2012,106.3,87,  N
12042,KATHLEEN VALLEY,-27.5,120.5167,Jan 1920,Dec 1971,51.7,99,  N
12312,KATTA BAREGA,-33.5906,122.4519,Mar 1963,Jul 2017,54.3,100,  N
10819,KATTAGANNA,-33.7344,119.1,Jan 1965,Feb 1982,17.1,99,  N
10580,KAYBALLUP,-33.7822,119.9436,Jun 1914,Jan 1986,70.8,98,  N
10073,KELLERBERRIN,-31.6183,117.7217,Jan 1894,Nov 2017,112,90,  N
10072,KELLERBERRIN SOUTH,-31.7211,117.6586,Jul 1944,Jun 2008,47.3,74,  N
9190,KELMSCOTT,-32.13,116.005,Feb 1909,Dec 1935,26.9,100,  N
9198,KELMSCOTT 2,-32.1261,116.0358,Nov 1982,Jan 1997,14.2,99,  N
9140,KELMSCOTT FORESTRY,-32.1333,116.0167,Sep 1967,Dec 1978,10.9,92,  N
9951,KELVIN BANK,-34.3175,116.5831,Dec 1974,Aug 1982,7.5,96,  N
10264,KENANDRA,-30.1547,117.8214,Nov 1969,Sep 2017,46.3,96,  N
9561,KENDENUP,-34.4858,117.6289,Jan 1907,Nov 2017,110.8,96,  N
9888,KENDENUP SOUTH,-34.5147,117.6692,Jan 1988,Apr 1992,4,92,  N
10540,KENILWORTH TU,-32.4667,116.8,Mar 1906,May 1967,58.2,95,  N
9562,KENINUP,-33.9333,116.5667,Jan 1911,Jun 1970,49.6,83,  N
10862,KENMERE,-33.55,117.3167,Jan 1922,Mar 1925,2.2,67,  N
5047,KERDIADARY,-22.25,119.1,Jan 1901,Jan 1910,6.3,70,  N
9110,KEVALA,-30.0233,115.2375,Mar 1964,Dec 1980,1.8,11,  N
10859,KIA ORA,-32.9,119.5333,Sep 1930,Mar 1932,1.6,100,  N
10701,KILBURNIE,-33.8922,117.4283,Nov 1957,Mar 2006,47,96,  N
10748,KILCOAN,-32.55,118.45,Sep 1924,Dec 1936,10.3,83,  N
7036,KILLARA,-26.3475,118.9583,May 1925,Jun 1998,57.8,79,  N
9712,KILLARA 2,-34.1,115.8,Aug 1933,Sep 1941,7.2,88,  N
8205,KILLARNEY,-30.1,116.8,Mar 1914,Jun 1922,7.8,94,  N
3041,KILTO STATION,-17.6919,122.7169,Jul 1962,Nov 2017,33.1,54,  N
9784,KIMBERLEY,-34.9319,117.1606,Jun 1969,Feb 2016,46.5,99,  N
1030,KIMBERLEY COASTAL CAMP,-14.5786,125.9133,Nov 1995,Dec 2013,8.3,37,  N
3010,KIMBERLEY DOWNS,-17.3925,124.3578,Apr 1886,Nov 2017,98.3,74,  N
2014,KIMBERLEY RES.STATION,-15.6545,128.7091,Jun 1944,Aug 2010,61.1,92,  N
3073,KIMBOLTON,-16.6872,123.8375,Aug 1970,Oct 2017,31.5,66,  N
3061,KIMBOLTON RANGE STATION 1,-16.695,123.8625,Dec 1966,Jul 1970,3.6,98,  N
11043,KINCLAVEN,-30.895,125.5117,May 1972,May 1981,9.1,99,  N
9831,KING RIVER,-34.92,117.8825,Sep 1999,Nov 2017,12.2,64,  N
9564,KING RIVER,-34.9431,117.9242,Jan 1907,Jan 2010,101.8,99,  N
10682,KING ROCK 2,-32.3,119.1,Nov 1943,Dec 1950,4.6,61,  N
10581,KING ROCKS,-32.2894,119.1358,Jan 1930,Nov 2017,78.3,89,  N
9217,KINGSLEY,-31.8097,115.8183,Aug 1990,Jan 1995,4.3,92,  N
2060,KINGSTON REST,-16.0397,128.415,Apr 1969,Oct 2017,36.6,74,  N
9860,KINGSTONE,-34.05,116.85,Jul 1949,Sep 1975,26.1,99,  N
9713,KINGURA,-34.3,116.2,Oct 1912,Aug 1921,7.6,85,  N
10074,KIRAMI,-31,117.9,Feb 1912,Jul 1954,41.7,98,  N
3082,KIRBY GARDENS,-17.8672,122.3631,Mar 1991,Mar 2009,17.9,99,  N
7037,KIRKALOCKA,-28.5564,117.7803,Aug 1910,Oct 2017,105.3,98,  N
9714,KIRUP,-33.7039,115.8903,Apr 1911,Nov 2017,62.3,53,  N
12212,KITCHENER,-31.0319,124.1889,Oct 1967,Sep 1976,9,100,  N
10119,KITLANE,-31.795,118.3947,Sep 1913,Oct 2017,104.2,100,  N
8206,KOCKATEA,-28.7,115.55,Jan 1907,May 1927,18.6,91,  N
9565,KOJANEERUP,-34.5319,118.2781,May 1926,Aug 1994,65.3,95,  N
10700,KOJONOLOKAN HILLS,-33.4972,117.3131,May 1957,Nov 2017,55.4,86,  N
10582,KOJONUP,-33.83,117.159,Jan 1885,Nov 2017,111.6,82,  N
8066,KOKARDINE,-30.7008,117.0608,Sep 1907,Nov 2017,109.3,99,  N
10583,KONDININ,-32.4947,118.2675,Aug 1917,Nov 2017,99.8,94,  N
8254,KONDUT,-30.7092,116.7744,Apr 1931,Nov 2017,85.1,97,  N
8102,KONDUT EAST,-30.675,116.9389,Feb 1918,Oct 1976,53.6,91,  N
10076,KONNONGORRING,-31.0597,116.7319,Aug 1913,Nov 2017,94.2,90,  N
8067,KOOBABBIE,-29.9414,116.2003,Jan 1911,Oct 2017,106.7,100,  N
8207,KOOJAN,-30.8,116,Mar 1923,Dec 1932,9.2,93,  N
12043,KOOKYNIE,-29.3361,121.4944,Mar 1902,Nov 2017,96.9,83,  N
3069,KOOLAN ISLAND,-16.1306,123.7764,Mar 1974,Sep 1992,18.6,99,  N
8069,KOOLANOOKA DAM,-29.3,116.1,Aug 1915,Apr 1945,24.1,81,  N
8068,KOOLANOOKA EAST,-29.3,116.05,Apr 1938,Jul 1971,33.3,100,  N
10749,KOOLBERIN,-32.1,118.2,Oct 1911,Dec 1945,31.3,91,  N
5006,KOOLINE,-22.9119,116.2903,Apr 1896,Aug 2017,86.1,71,  N
12227,KOOLYANOBBING,-30.8183,119.5197,Jan 1967,Nov 2017,23.2,44,  N
10293,KOOLYARLEE,-31.8,118.6,Aug 1930,Feb 1937,6.6,100,  N
10196,KOOMBERKINE,-31.1,117.0167,Jan 1907,Apr 1936,28.7,98,  N
10298,KOONADGIN,-31.5594,118.5819,Feb 1926,Jul 2017,87.7,95,  N
10202,KOONDA,-30.7,117.25,Sep 1921,Dec 1935,10.4,73,  N
7038,KOONMARRA,-26.275,117.7842,Jun 1927,Jun 2008,75.8,93,  N
12152,KOORARAWALYEE,-31.2608,120.0217,Nov 1894,Oct 2017,25.4,20,  N
10077,KOORDA,-30.825,117.4825,Nov 1911,Nov 2017,92.9,85,  N
5033,KOORDARRIE,-22.3419,114.9319,Aug 1915,Feb 2015,50.8,51,  N
10668,KOORIKIN,-32.4692,118.1458,Aug 1910,Dec 2015,103.3,98,  N
12307,KOORINGA DOWNS,-33.6844,122.8728,Jan 1992,Jan 2001,9.1,99,  N
10276,KORBEL,-31.6,118.1167,Feb 1925,Feb 1928,2.9,95,  N
12103,KORONG,-28.62,121.0167,Jan 1920,Nov 1996,60.8,79,  N
10078,KORRELOCKING POST OFFICE,-31.2,117.4833,Sep 1912,Dec 1976,61.6,95,  N
10237,KORRELOCKING SOUTH,-31.3,117.4833,Jun 1925,Mar 1937,10,84,  N
9566,KUDARDUP,-34.3,115.1,Jul 1938,Apr 1959,20.8,100,  N
10665,KUKERIN,-33.1886,118.0839,Jun 1912,Nov 2017,105.3,98,  N
10584,KULIN,-32.6719,118.1547,Jan 1918,Nov 2017,97.7,94,  N
10585,KULIN ROCK,-32.6,118.15,Jan 1912,May 1967,55.3,100,  N
10081,KULJA,-30.4667,117.2833,Jul 1932,Nov 1972,40.1,99,  N
10751,KULYALLING,-32.5,116.9833,Jan 1909,Nov 1948,32.9,82,  N
7152,KUMARINA,-24.75,119.6056,Oct 1966,Jul 2013,18.8,38,  N
12153,KUMARL,-32.8,121.7,Jun 1928,Feb 1948,9.8,49,  N
12310,KUMARL EAST,-32.7561,121.7547,Jan 1991,May 1994,3.2,93,  N
10586,KUMMININ,-32.0081,118.2319,Jan 1910,Nov 2014,101.1,96,  N
10587,KUMMININ SOUTH,-32.2,118.3333,Oct 1915,Sep 1965,27,54,  N
10683,KUNDIP,-33.7,120.2,Jan 1923,May 1950,8.2,30,  N
10906,KUNJIN,-32.3275,117.7206,Aug 1970,Dec 1984,12.8,89,  N
